eval_id,benchmark,pair_id,src_lang,tgt_lang,source,reference
uz-zh-0704,flores_devtest,704,uz,zh,Uzuk taqish ham foydali (shunchaki nihoyatda qimmat ko'rinmaydiganini.,戴戒指也会有帮助（但不要戴看上去太贵的戒指。
uz-zh-0717,flores_devtest,717,uz,zh,"Yetishish imkoniyati nisbatan kamligi bilan birga, ""Timbuktu"" uzoq, ekzotik o'lkalar uchun metafora sifatida ishlatila boshlandi.",又因为相对偏僻，“廷巴克图”被用来比喻遥远的异国他乡。
uz-zh-0742,flores_devtest,742,uz,zh,"Ikki minoraning balandligi 83 metrga yetadi, u uzunligi 378 metr hamda kengligi 3,5 m bo'lgan ikkita yo'lakchaga ega.",两座桥塔高 83 米，桥的长度为 378 米，有两条 3.50米宽的车道。
uz-zh-0746,flores_devtest,746,uz,zh,"Chako mintaqasida Guaykuru va Payagua kabi mahalliy qabilalarning boshqa guruhlari yashab, ular ovchilik, termachilik va baliq ovlash orqali hayotlarini saqlab qolishgan.",查科 (Chaco) 地区是瓜伊库鲁 (Guaycuru) 和帕亚瓜 (Payagua) 等其他土著部落的家园，他们靠狩猎、采集和捕鱼为生。
uz-zh-0761,flores_devtest,761,uz,zh,"Qish chalg'itadigan sovuq bo'lishi mumkin: haroratlar kamdan-ham hollarda muzlash nuqtasidan pastga tushadi, biroq shamol va namlik birlashgan holda termometr ko'rsatganiga qaraganda sovuqroqdek tuyulishi mumkin.",冬天可能会比看上去显得更冷：温度很少低于零度，但当风和湿度结合在一起，会让人感觉比温度计显示的温度要冷。
uz-zh-0768,flores_devtest,768,uz,zh,Apia Samoaning poytaxtidir. Shahar Upolu orolida va 40 000 nafardan kamroq aholiga ega.,阿皮亚是萨摩亚的首都。该城镇位于乌波卢（Upolu）岛上，人口数量不足 4 万。
uz-zh-0771,flores_devtest,771,uz,zh,Bitta Britaniya kreyseridan boshqa barcha kemalar cho'ktirilgan edi. 200 ga yaqin amerikalik va nemis halok bo'lgan.,除了一艘英国巡航舰外，其余船只悉数沉没。近 200 名美国人和德国人丧失生命。
uz-zh-0787,flores_devtest,787,uz,zh,"Sho'r suv timsohlari okeanda ko'p uchramaydi, ularning asosiy yashash joyi Rokxemptondan shimolda joylashgan daryolarning quyilish joylaridir.",咸水鳄的主要栖息地并非海洋，而是罗克汉普顿 (Rockhampton) 北部的河口。
uz-zh-0814,flores_devtest,814,uz,zh,"Agar siz kechiktirish e'lon qilinishidan avval 2020-yil uchun reyslar va mehmonxonani buyurtna qilgan bo'lsangiz, siz qiyin vaziyatda qolishingiz mumkin.",如果你在宣布推迟之前预订了 2020 年的航班和住宿，则可能会面临棘手的情况。
uz-zh-0823,flores_devtest,823,uz,zh,Sayyohlar o'z mintaqalarida noma'lum bo'lgan hayvon parazitlariga duch kelishlari mumkin.,旅行者可能会遇到在家乡不常见的有害动物。
uz-zh-0827,flores_devtest,827,uz,zh,"Og'ir soliqlarga ega mamlakatlarga boruvchi sayohatchilar ba'zi hollarda, ayniqsa, spirtli ichimliklar va tamaki mahsulotlari kabilardan anchagina pul tejab qolishlari mumkin.",前往课征重税的国家/地区的旅客有时可以省下一大笔钱，在这些地方购买酒水和烟草等产品特别划算。
uz-zh-0831,flores_devtest,831,uz,zh,"Qizig'i shuki, bu yerda mobil telefon xizmati, boshqa ko'p yo'nalishlarga qaraganda, masalan, Pensilvaniya Uayldzdan ko'ra ancha kuchliroq.",不过，令人奇怪的是，这里的手机服务比沿途的许多其他路线（例如宾夕法尼亚州荒原）要强得多。
uz-zh-0857,flores_devtest,857,uz,zh,"Yevropa nisbatan kichik, biroq ko'plab mustaqil davlatlarga ega bo'lgan qit'adir. Odatiy sharoitlarda bir nechta mamlakatlar bo'ylab sayohat qilish bir necha marta vizaga ariza topshirish va pasport nazoratidan o'tish kerakligini anglatadi.",欧洲是片面积相对较小但有着许多独立国家的大陆。在通常情况下，穿越多个国家旅行意味着必须多次经历签证申请和护照检查。
uz-zh-0885,flores_devtest,885,uz,zh,Chet el hukumatlarining mazkur hujjatlarni hurmat qilishga tayyorligi xuddi shu darajada o'zgaruvchandir.,外国政府对这些文件的认可程度也千差万别。
uz-zh-0902,flores_devtest,902,uz,zh,Sahnalar piramidalar ustida namoyish etildi va turli xil piramidalar yoritildi.,场景在金字塔上展示，不同的金字塔被点亮。
uz-zh-0913,flores_devtest,913,uz,zh,Akademik ta'tilni rejalashtirayotganlar orasida tobora ommalashib borayotgan tanlov – sayohat hamda o'rganishdir.,对于那些计划怎么度过空档年的人来说，游学成为越来越受欢迎的选择。
uz-zh-0950,flores_devtest,950,uz,zh,Yana shimolda butun dunyoga mashhur bo'lgan Mariam onamizning ko'rinish joyi bo'lgan Fotima onamiz ibodatxonasiga (Muqaddas jiy) ham tashrif buyuring.,也可以到北部参观法蒂玛圣母院（圣地），它是举世闻名的圣母玛丽亚显现之地。
uz-zh-0978,flores_devtest,978,uz,zh,Fors tili nisbatan oson va aksariyat hollarda o'zgarmas grammatikaga ega.,波斯语的语法大多相对简单，有规律可循。
uz-zh-0994,flores_devtest,994,uz,zh,Ichki suv yo'llari ta'til uchun yaxshi mavzu bo'lishi mumkin.,内陆水道可以作为假期游玩的一个不错的主题。
zh-en-0063,flores_devtest,63,zh,en,历史学家批判了联邦调查局的过往政策，这种政策会把资源集中到容易破获的案件上，尤以偷车案件居多，目的只在于提高该机构的成功破案率。,"Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate."
zh-en-0068,flores_devtest,68,zh,en,美国总统乔治·沃克·布什于 11 月 16 日上午抵达新加坡，开始为期一周的亚洲之行。,"U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia."
zh-en-0083,flores_devtest,83,zh,en,“卡特里娜”飓风来袭时，第九区洪水水位一度高达 20 英尺，由于附近的防洪堤已经被淹没，目前水位已达齐腰深度。,"The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped."
zh-en-0085,flores_devtest,85,zh,en,共享资源管理员亚当·库尔登 (Adam Cuerden) 上个月在接受维基新闻 (Wikinews) 采访时表达了他对删除相关内容的不满。,Commons Administrator Adam Cuerden expressed his frustration over the deletions when he spoke to Wikinews last month.
zh-en-0091,flores_devtest,91,zh,en,科学家们可以得出结论，暗物质对其他暗物质的影响方式与普通物质相同。,The scientists were able to conclude that the dark matter affect other dark matter in the same way regular matter does.
zh-en-0125,flores_devtest,125,zh,en,一名在事故发生地附近的车库立的工作人员说：“孩子们正等着过马路，并且都在大声尖叫，哭个不停。”,"A person working in a garage near where the accident occurred said: ""There were children waiting to cross the road and they were all screaming and crying."""
zh-en-0165,flores_devtest,165,zh,en,自 1988 年以来，投票箱就必须是透明的，这样选民和观察员才能看到投票开始时箱内没有信封，还能看到除了那些及时统计过、有权投票的选民以外，没有其他人向箱内投入信封。,"Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters."
zh-en-0179,flores_devtest,179,zh,en,全黑队在两周前已经赢得了奖杯，而这场比赛是他们打的最后一场。,"It was the final match for the All Blacks, who had already won the trophy two weeks ago."
zh-en-0195,flores_devtest,195,zh,en,这名摄影师被送往加州大学洛杉矶分校罗纳德·里根医疗中心，其后不治。,"The photographer was transported to Ronald Reagan UCLA Medical Center, where he subsequently died."
zh-en-0225,flores_devtest,225,zh,en,这支摇滚乐队原定在美国和加拿大巡演，一直持续到 9 月 16 日。,The rock band was due to tour the United States and Canada until September 16.
zh-en-0277,flores_devtest,277,zh,en,中央邦警方追回了被盗的笔记本电脑和手机。,The Madhya Pradesh Police recovered the stolen laptop and mobile phone.
zh-en-0356,flores_devtest,356,zh,en,要把卫星或望远镜送入太空，需要一枚超过 100 英尺高的巨型火箭。,It takes a giant rocket over a 100 feet high to put a satellite or telescope in space.
zh-en-0364,flores_devtest,364,zh,en,作为大家庭里的姐妹和女儿，雌性之间通常彼此关系密切。,"The females are usually closely related to each other, being a large family of sisters and daughters."
zh-en-0397,flores_devtest,397,zh,en,迦南没有大森林，所以木材非常昂贵。,"There were no large forests in the land of Canaan, so wood was extremely expensive."
zh-en-0418,flores_devtest,418,zh,en,意大利国家足球队和德国国家足球队都是世界上第二成功的球队，在 2006 年拿下了足球世界杯冠军。,"Italy's national football, along with German national football team is the second most successful team in the world and were the FIFA World Cup champions in 2006."
zh-en-0423,flores_devtest,423,zh,en,西方对台湾的了解可以追溯到 15 世纪。当时路过的欧洲水手将该岛命名为“福尔摩沙岛”(Ilha Formosa)，意思是美丽的岛屿。,"Taiwan beginning start way back in 15th century where European sailors passing by record the island’s name as Ilha Formosa, or beautiful island."
zh-en-0439,flores_devtest,439,zh,en,从国王到平民，它遍布十方的力量影响着每一个人。,Its all-pervading power affected everyone from king to commoner.
zh-en-0442,flores_devtest,442,zh,en,敌对行动爆发后不久，英国开始对德国实施海上封锁。,"Soon after the outbreak of hostilities, Britain initiated a naval blockade of Germany."
zh-en-0447,flores_devtest,447,zh,en,目睹第一次世界大战中的肆虐残暴后，各国都渴望避免重蹈覆辙。,"After seeing the horrors and atrocities of war during World War I, nations desired to avoid such a situation again in the future."
zh-en-0449,flores_devtest,449,zh,en,他在抵达美国时，身上带着 4 美分、一本诗集，还有一封查尔斯•巴舍勒（Charles Batchelor）（他前份工作的经理）写给托马斯•爱迪生（Thomas Edison）的推荐信。,"He arrived in the US with 4 cents to his name, a book of poetry, and a letter of recommendation from Charles Batchelor (his manager in his previous job) to Thomas Edison."
zh-en-0491,flores_devtest,491,zh,en,正是在这个时候，时尚之都的称号从君士坦丁堡转移到了巴黎。,It was at this time that the transfer of the title of Fashion Capital from Constantinople to Paris was made.
zh-en-0502,flores_devtest,502,zh,en,亚文化群体的成员，常常会象征性地利用独特的行事风格来表明他们的成员身份，包括时尚服装、举止和黑话。,"Members of a subculture often signal their membership through a distinctive and symbolic use of style, which includes fashions, mannerisms, and argot."
zh-en-0512,flores_devtest,512,zh,en,孩子们因为各种原因被寄养，原因有被忽视、被虐待，甚至是被勒索。,"Children are placed in Foster Care for a wide variety of reasons that range from neglect, to abuse, and even to extortion."
zh-en-0540,flores_devtest,540,zh,en,藏传佛教以佛陀的教义为基础，但通过大乘佛教的普世之爱和印度瑜伽的许多技巧得到了拓展。,"The Tibetan Buddhism is based on the teachings of Buddha, but were extended by the mahayana path of love and by a lot of techniques from Indian Yoga."
zh-en-0552,flores_devtest,552,zh,en,与此同时，以 U 型潜艇为主力的德国海军试图拦截这场运输。,"At the same time, the German navy, using mainly U-boats, was trying to stop this traffic."
zh-en-0631,flores_devtest,631,zh,en,梵蒂冈城的人口大约有 800 人。它是世界上最小的独立国家，也是人口最少的国家。,Vatican City's population is around 800. It is the smallest independent country in the world and the country with the lowest population.
zh-en-0632,flores_devtest,632,zh,en,梵蒂冈城在法律法规和官方通信中使用意大利语。,Vatican City uses Italian in its legislation and official communications.
zh-en-0636,flores_devtest,636,zh,en,哲学家亚里士多德提出一种理论，即任何事物都是由土、水、空气和火四种元素中的一种或多种组成的。,"Aristotle, a philosopher, theorised that everything is made up of a mixture of one or more of four elements. They were earth, water, air, and fire."
zh-en-0676,flores_devtest,676,zh,en,新技术的兴起让我们能够看到和研究大脑的结构和工作过程，这些是以前从未见过的。,The rise of new technologies allows us to see and investigate brain structures and processes never seen before.
zh-en-0685,flores_devtest,685,zh,en,以虚拟方式分享实地考察，也是回顾行程以及与以后班级分享经验的好办法。,Sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes.
zh-en-0700,flores_devtest,700,zh,en,阿拉伯人也把伊斯兰教带到了这片土地，这一教义在科摩罗和马约特国家盛行。,"The Arabs also brought Islam to the lands, and it took in a big way in the Comoros and Mayotte."
zh-en-0704,flores_devtest,704,zh,en,戴戒指也会有帮助（但不要戴看上去太贵的戒指。,It is helpful to also wear a ring (just not one that looks too expensive.
zh-en-0717,flores_devtest,717,zh,en,又因为相对偏僻，“廷巴克图”被用来比喻遥远的异国他乡。,"Combined with its relative inaccessibility, ""Timbuktu"" has come to be used as a metaphor for exotic, distant lands."
zh-en-0742,flores_devtest,742,zh,en,两座桥塔高 83 米，桥的长度为 378 米，有两条 3.50米宽的车道。,"The two towers rise to a height of 83 meters, it's 378 meters long and it has two lanes of 3.50 m wide."
zh-en-0746,flores_devtest,746,zh,en,查科 (Chaco) 地区是瓜伊库鲁 (Guaycuru) 和帕亚瓜 (Payagua) 等其他土著部落的家园，他们靠狩猎、采集和捕鱼为生。,"The Chaco region was home to other groups of indigenous tribes such as the Guaycurú and Payaguá, who survived by hunting, gathering and fishing."
zh-en-0761,flores_devtest,761,zh,en,冬天可能会比看上去显得更冷：温度很少低于零度，但当风和湿度结合在一起，会让人感觉比温度计显示的温度要冷。,"The winter can be deceptively chilly: temperatures rarely go below freezing, but the wind and humidity combine to make it feel colder than what the thermometer says."
zh-en-0768,flores_devtest,768,zh,en,阿皮亚是萨摩亚的首都。该城镇位于乌波卢（Upolu）岛上，人口数量不足 4 万。,"Apia is the capital of Samoa. The town is on the island of Upolu and has a population of just under 40,000."
zh-en-0771,flores_devtest,771,zh,en,除了一艘英国巡航舰外，其余船只悉数沉没。近 200 名美国人和德国人丧失生命。,"All the ships were sunk, except for one British cruiser. Nearly 200 American and German lives were lost."
zh-en-0787,flores_devtest,787,zh,en,咸水鳄的主要栖息地并非海洋，而是罗克汉普顿 (Rockhampton) 北部的河口。,"Saltwater Crocodiles do not actively live in the ocean, their primary habitat is in river estuaries north from Rockhampton."
zh-en-0814,flores_devtest,814,zh,en,如果你在宣布推迟之前预订了 2020 年的航班和住宿，则可能会面临棘手的情况。,"If you booked your flights and accommodation for 2020 before the postponement was announced, you may have a tricky situation."
zh-en-0823,flores_devtest,823,zh,en,旅行者可能会遇到在家乡不常见的有害动物。,Travellers may encounter animal pests that they are not familiar with in their home regions.
zh-en-0827,flores_devtest,827,zh,en,前往课征重税的国家/地区的旅客有时可以省下一大笔钱，在这些地方购买酒水和烟草等产品特别划算。,"Travellers bound for countries with heavy taxation can sometimes save a considerable amount of money, especially on products such as alcoholic beverages and tobacco."
zh-en-0831,flores_devtest,831,zh,en,不过，令人奇怪的是，这里的手机服务比沿途的许多其他路线（例如宾夕法尼亚州荒原）要强得多。,"Curiously, though, mobile phone service is much stronger here than along many other stretches of the route, e.g. the Pennsylvania Wilds."
zh-en-0857,flores_devtest,857,zh,en,欧洲是片面积相对较小但有着许多独立国家的大陆。在通常情况下，穿越多个国家旅行意味着必须多次经历签证申请和护照检查。,"Europe is a continent that is relatively small but with many independent countries. Under normal circumstances, travelling through multiple countries would mean having to go through visa applications and passport control multiple times."
zh-en-0885,flores_devtest,885,zh,en,外国政府对这些文件的认可程度也千差万别。,Willingness of foreign governments to honour these documents is just as widely variable.
zh-en-0902,flores_devtest,902,zh,en,场景在金字塔上展示，不同的金字塔被点亮。,The scenes are displayed on the pyramids and the different pyramids are lit up.
zh-en-0913,flores_devtest,913,zh,en,对于那些计划怎么度过空档年的人来说，游学成为越来越受欢迎的选择。,An increasingly more popular option for those planning a gap-year is to travel and learn.
zh-en-0950,flores_devtest,950,zh,en,也可以到北部参观法蒂玛圣母院（圣地），它是举世闻名的圣母玛丽亚显现之地。,"Also to the north visit the great Sanctuary of Our Lady of Fatima (Shrine), a place of worldwide famous Marian apparitions."
zh-en-0978,flores_devtest,978,zh,en,波斯语的语法大多相对简单，有规律可循。,Persian has a relatively easy and mostly regular grammar.
zh-en-0994,flores_devtest,994,zh,en,内陆水道可以作为假期游玩的一个不错的主题。,Inland waterways can be a good theme to base a holiday around.
zh-ru-0063,flores_devtest,63,zh,ru,历史学家批判了联邦调查局的过往政策，这种政策会把资源集中到容易破获的案件上，尤以偷车案件居多，目的只在于提高该机构的成功破案率。,"Историки критикуют прошлую политику ФБР за то, что выделяла большую часть ресурсов на дела, которые легко раскрываются, особенно на дела об угоне автомобилей, с целью повышения уровня успешности работы агентства."
zh-ru-0068,flores_devtest,68,zh,ru,美国总统乔治·沃克·布什于 11 月 16 日上午抵达新加坡，开始为期一周的亚洲之行。,"Президент США Джордж Буш прибыл в Сингапур утром 16 ноября, начав свой недельный тур по Азии."
zh-ru-0083,flores_devtest,83,zh,ru,“卡特里娜”飓风来袭时，第九区洪水水位一度高达 20 英尺，由于附近的防洪堤已经被淹没，目前水位已达齐腰深度。,"Девятый административный район, затопленный на 20 футов во время урагана Катрина, сейчас по пояс залит водой, поскольку дамба, находящаяся неподалеку, оказалась недостаточно высокой, чтобы удержать воду."
zh-ru-0085,flores_devtest,85,zh,ru,共享资源管理员亚当·库尔登 (Adam Cuerden) 上个月在接受维基新闻 (Wikinews) 采访时表达了他对删除相关内容的不满。,Администратор Commons Адам Керден выразил своё разочарование в связи с удалениями в своем разговоре  в прошлом месяце с Wikinews.
zh-ru-0091,flores_devtest,91,zh,ru,科学家们可以得出结论，暗物质对其他暗物质的影响方式与普通物质相同。,"Ученые смогли сделать вывод, что темная материя воздействует на другую темную материю так же, как и в случае с обычной материей."
zh-ru-0125,flores_devtest,125,zh,ru,一名在事故发生地附近的车库立的工作人员说：“孩子们正等着过马路，并且都在大声尖叫，哭个不停。”,"Человек, работающий в гараже недалеко от того места, где произошла авария, сказал: ""Там стояли дети, которые ждали, чтобы перейти дорогу. Все они кричали и плакали."
zh-ru-0165,flores_devtest,165,zh,ru,自 1988 年以来，投票箱就必须是透明的，这样选民和观察员才能看到投票开始时箱内没有信封，还能看到除了那些及时统计过、有权投票的选民以外，没有其他人向箱内投入信封。,"Начиная с 1988 года урны для избирательных бюллетеней должны быть прозрачными, чтобы избиратели и наблюдатели могли убедиться в том, что в начале голосования внутри нет конвертов и что к ним не добавлены какие-либо другие конверты, кроме конвертов тех людей, которых допустили к участию в голосовании и голоса которых подсчитали надлежащим образом."
zh-ru-0179,flores_devtest,179,zh,ru,全黑队在两周前已经赢得了奖杯，而这场比赛是他们打的最后一场。,"Этот матч стал последним для ""Олл Блэкс"", уже завоевавших кубок две недели назад."
zh-ru-0195,flores_devtest,195,zh,ru,这名摄影师被送往加州大学洛杉矶分校罗纳德·里根医疗中心，其后不治。,"Фотограф был доставлен в медицинский центр имени Рональда Рейгана при  Калифорнийском университете в Лос-Анджелесе, где он впоследствии скончался."
zh-ru-0225,flores_devtest,225,zh,ru,这支摇滚乐队原定在美国和加拿大巡演，一直持续到 9 月 16 日。,Рок-группа должна была гастролировать по США и Канаде до 16 сентября.
zh-ru-0277,flores_devtest,277,zh,ru,中央邦警方追回了被盗的笔记本电脑和手机。,Полиция штата Мадхья-Прадеш вернула украденные ноутбук и мобильный телефон.
zh-ru-0356,flores_devtest,356,zh,ru,要把卫星或望远镜送入太空，需要一枚超过 100 英尺高的巨型火箭。,Для запуска в космос спутника или телескопа необходима гигантская ракета высотой более 100 футов.
zh-ru-0364,flores_devtest,364,zh,ru,作为大家庭里的姐妹和女儿，雌性之间通常彼此关系密切。,Самки обычно находятся друг с другом в родстве и составляют большую семью сестёр и дочерей.
zh-ru-0397,flores_devtest,397,zh,ru,迦南没有大森林，所以木材非常昂贵。,"На земле Ханаана не было больших лесов, поэтому древесина была чрезвычайно дорогой."
zh-ru-0418,flores_devtest,418,zh,ru,意大利国家足球队和德国国家足球队都是世界上第二成功的球队，在 2006 年拿下了足球世界杯冠军。,"Итальянская сборная по футболу, наряду с немецкой, является второй самой успешной командой в мире и в 2006 году выиграла Кубок мира ФИФА."
zh-ru-0423,flores_devtest,423,zh,ru,西方对台湾的了解可以追溯到 15 世纪。当时路过的欧洲水手将该岛命名为“福尔摩沙岛”(Ilha Formosa)，意思是美丽的岛屿。,"Тайвань берёт своё начало много лет назад, в XV веке, когда европейские мореплаватели, проплывающие мимо, записали название острова как Ilha Formosa, или ""прекрасный остров""."
zh-ru-0439,flores_devtest,439,zh,ru,从国王到平民，它遍布十方的力量影响着每一个人。,Её всепроникающая сила коснулась каждого - от короля до простолюдина.
zh-ru-0442,flores_devtest,442,zh,ru,敌对行动爆发后不久，英国开始对德国实施海上封锁。,Вскоре после начала военных действий Британия устроила морскую блокаду Германии.
zh-ru-0447,flores_devtest,447,zh,ru,目睹第一次世界大战中的肆虐残暴后，各国都渴望避免重蹈覆辙。,"Познав ужасы и зверства Первой мировой войны, государства хотели избежать подобной ситуации в будущем."
zh-ru-0449,flores_devtest,449,zh,ru,他在抵达美国时，身上带着 4 美分、一本诗集，还有一封查尔斯•巴舍勒（Charles Batchelor）（他前份工作的经理）写给托马斯•爱迪生（Thomas Edison）的推荐信。,"Он приехал в США с четырьмя центами в кармане, книгой стихов и рекомендательным письмом от Чарльза Бэтчелора, который был его начальником на предыдущей работе, к Томасу Эдисону."
zh-ru-0491,flores_devtest,491,zh,ru,正是在这个时候，时尚之都的称号从君士坦丁堡转移到了巴黎。,В этот момент и произошел переход титула Столицы Моды от Константинополя к Парижу.
zh-ru-0502,flores_devtest,502,zh,ru,亚文化群体的成员，常常会象征性地利用独特的行事风格来表明他们的成员身份，包括时尚服装、举止和黑话。,"Представители определенной субкультуры зачастую заявляют о своей принадлежности через своеобразное и символичное использование стиля, в том числе через моду, манеры и жаргон."
zh-ru-0512,flores_devtest,512,zh,ru,孩子们因为各种原因被寄养，原因有被忽视、被虐待，甚至是被勒索。,Дети передаются под опеку по множеству разнообразных причин: от беспризорности до жестокого обращения и даже вымогательств.
zh-ru-0540,flores_devtest,540,zh,ru,藏传佛教以佛陀的教义为基础，但通过大乘佛教的普世之爱和印度瑜伽的许多技巧得到了拓展。,"Тибетский буддизм основан на учениях Будды, но был дополнен махаянским путем любви и множеством техник индийской йоги."
zh-ru-0552,flores_devtest,552,zh,ru,与此同时，以 U 型潜艇为主力的德国海军试图拦截这场运输。,"В это же время немецкий военно-морской флот, используя в основном свои подводные лодки, пытался остановить это движение."
zh-ru-0631,flores_devtest,631,zh,ru,梵蒂冈城的人口大约有 800 人。它是世界上最小的独立国家，也是人口最少的国家。,"Население Ватикана составляет около 800 человек. Это самая маленькая независимая страна в мире, а также страна, имеющая наименьшее население."
zh-ru-0632,flores_devtest,632,zh,ru,梵蒂冈城在法律法规和官方通信中使用意大利语。,В Ватикане используют итальянский язык в законодательстве и официальных сообщениях.
zh-ru-0636,flores_devtest,636,zh,ru,哲学家亚里士多德提出一种理论，即任何事物都是由土、水、空气和火四种元素中的一种或多种组成的。,"Философ Аристотель считал, что всё состоит из смеси одного или нескольких из четырёх элементов. Это были земля, вода, воздух и огонь."
zh-ru-0676,flores_devtest,676,zh,ru,新技术的兴起让我们能够看到和研究大脑的结构和工作过程，这些是以前从未见过的。,Появление новых технологий позволяет нам увидеть и исследовать невиданные ранее структуры и процессы мозга.
zh-ru-0685,flores_devtest,685,zh,ru,以虚拟方式分享实地考察，也是回顾行程以及与以后班级分享经验的好办法。,Выкладывание экскурсии в виртуальное пространство для всеобщего обозрения — это также отличный способ освежить в памяти экскурсию и поделиться своим полученными знаниями с будущими классами.
zh-ru-0700,flores_devtest,700,zh,ru,阿拉伯人也把伊斯兰教带到了这片土地，这一教义在科摩罗和马约特国家盛行。,"Арабы также принесли в этот регион ислам, особенно он укоренился на Коморах и Майотте."
zh-ru-0704,flores_devtest,704,zh,ru,戴戒指也会有帮助（但不要戴看上去太贵的戒指。,Также полезно носить кольцо (только не слишком дорогое на вид).
zh-ru-0717,flores_devtest,717,zh,ru,又因为相对偏僻，“廷巴克图”被用来比喻遥远的异国他乡。,"В связи со своей относительной недоступностью, ""Тимбукту"" стал метафорой экзотической дальней земли."
zh-ru-0742,flores_devtest,742,zh,ru,两座桥塔高 83 米，桥的长度为 378 米，有两条 3.50米宽的车道。,"Эти две башни достигают 83 метра в высоту, а сам мост 378 метров в длину и имеет две полосы движения шириной 3,5 метра."
zh-ru-0746,flores_devtest,746,zh,ru,查科 (Chaco) 地区是瓜伊库鲁 (Guaycuru) 和帕亚瓜 (Payagua) 等其他土著部落的家园，他们靠狩猎、采集和捕鱼为生。,"Область Чако служила домом для разных групп местных племен, например для Гуайкуру и Паягуа, они выживали при помощи охоты, собирательства и рыбалки."
zh-ru-0761,flores_devtest,761,zh,ru,冬天可能会比看上去显得更冷：温度很少低于零度，但当风和湿度结合在一起，会让人感觉比温度计显示的温度要冷。,"Зима может быть обманчиво холодной: температура редко опускается ниже нуля, но сочетание ветра и влажности воздуха создает ощущение более холодной погоды в сравнении с тем, что показывает термометр."
zh-ru-0768,flores_devtest,768,zh,ru,阿皮亚是萨摩亚的首都。该城镇位于乌波卢（Upolu）岛上，人口数量不足 4 万。,Апиа – столица Самоа. Город расположен на острове Уполу и имеет население чуть менее 40 000 жителей.
zh-ru-0771,flores_devtest,771,zh,ru,除了一艘英国巡航舰外，其余船只悉数沉没。近 200 名美国人和德国人丧失生命。,"Все корабли затонули, за исключением одного британского крейсера. Погибли около 200 американских и немецких моряков."
zh-ru-0787,flores_devtest,787,zh,ru,咸水鳄的主要栖息地并非海洋，而是罗克汉普顿 (Rockhampton) 北部的河口。,"Гребнистые крокодилы не ведут активную жизнь в океане, а их основная среда обитания — эстуарии рек к северу от Рокгемптона."
zh-ru-0814,flores_devtest,814,zh,ru,如果你在宣布推迟之前预订了 2020 年的航班和住宿，则可能会面临棘手的情况。,"Если вы забронировали авиабилеты и проживание на 2020 год до того, как было объявлено о переносе даты, у вас может возникнуть непростая ситуация."
zh-ru-0823,flores_devtest,823,zh,ru,旅行者可能会遇到在家乡不常见的有害动物。,"Путешественники могут встретиться с животными-вредителями, которых они не видели в своих родных краях."
zh-ru-0827,flores_devtest,827,zh,ru,前往课征重税的国家/地区的旅客有时可以省下一大笔钱，在这些地方购买酒水和烟草等产品特别划算。,"Путешественники, направляющиеся в страны с высоким налогообложением, могут иногда сэкономить значительную сумму, особенно на таких товарах, как спиртные напитки и табак."
zh-ru-0831,flores_devtest,831,zh,ru,不过，令人奇怪的是，这里的手机服务比沿途的许多其他路线（例如宾夕法尼亚州荒原）要强得多。,"Однако, как ни странно, мобильная телефонная связь здесь намного лучше, чем на многих других участках маршрута, например в Пенсильвании Уайлдс."
zh-ru-0857,flores_devtest,857,zh,ru,欧洲是片面积相对较小但有着许多独立国家的大陆。在通常情况下，穿越多个国家旅行意味着必须多次经历签证申请和护照检查。,"Европа — относительно маленький континент, но на нём много независимых государств. В обычных обстоятельствах путешествие через множество стран означало бы необходимость подачи прошений для получения визы и многократного прохождения паспортного контроля."
zh-ru-0885,flores_devtest,885,zh,ru,外国政府对这些文件的认可程度也千差万别。,Готовность зарубежных правительств выполнять свои обязательства по данным документам столь же весьма различна.
zh-ru-0902,flores_devtest,902,zh,ru,场景在金字塔上展示，不同的金字塔被点亮。,"Сцены показывают на пирамидах, и разные пирамиды освещаются."
zh-ru-0913,flores_devtest,913,zh,ru,对于那些计划怎么度过空档年的人来说，游学成为越来越受欢迎的选择。,"Вариант, становящийся всё более популярным для тех, кто планирует взять академический год, это путешествовать и учиться."
zh-ru-0950,flores_devtest,950,zh,ru,也可以到北部参观法蒂玛圣母院（圣地），它是举世闻名的圣母玛丽亚显现之地。,Севернее посетите также великий Храм Фатимской Богоматери (усыпальница) — место всемирно известных явлений Девы Марии.
zh-ru-0978,flores_devtest,978,zh,ru,波斯语的语法大多相对简单，有规律可循。,В персидском языке относительно лёгкая и в основном закономерная грамматика.
zh-ru-0994,flores_devtest,994,zh,ru,内陆水道可以作为假期游玩的一个不错的主题。,Внутренние водные пути могут стать хорошей темой для проведения какого-либо праздника.
